house,category,constituency,district,state,representative,role,username,password
Lok Sabha,District Authority Auditor,BASIRHAT,BASIRHAT,West Bengal,SK NURUL ISLAM,District Authority Auditor,auditor_basirhat,Auditor@Basirhat2026!
Lok Sabha,Member of Parliament (Lok Sabha),BASIRHAT,BASIRHAT,West Bengal,SK NURUL ISLAM,Member of Parliament,mp_basirhat,MP@Basirhat2026!
Lok Sabha,District Authority Auditor,BASTAR(ST),BASTAR(ST),Chhattisgarh,MAHESH KASHYAP,District Authority Auditor,auditor_bastar,Auditor@Bastar2026!
Lok Sabha,Member of Parliament (Lok Sabha),BASTAR(ST),BASTAR(ST),Chhattisgarh,MAHESH KASHYAP,Member of Parliament,mp_bastar,MP@Bastar2026!
Lok Sabha,District Authority Auditor,BASTI,BASTI,Uttar Pradesh,RAM PRASAD CHAUDHARY,District Authority Auditor,auditor_basti,Auditor@Basti2026!
Lok Sabha,Member of Parliament (Lok Sabha),BASTI,BASTI,Uttar Pradesh,RAM PRASAD CHAUDHARY,Member of Parliament,mp_basti,MP@Basti2026!
Lok Sabha,District Authority Auditor,BEED,BEED,Maharashtra,BAJRANG MANOHAR SONWANE,District Authority Auditor,auditor_beed,Auditor@Beed2026!
Lok Sabha,Member of Parliament (Lok Sabha),BEED,BEED,Maharashtra,BAJRANG MANOHAR SONWANE,Member of Parliament,mp_beed,MP@Beed2026!
Lok Sabha,District Authority Auditor,BEGUSARAI,BEGUSARAI,Bihar,Giriraj Singh,District Authority Auditor,auditor_begusarai,Auditor@Begusarai2026!
Lok Sabha,Member of Parliament (Lok Sabha),BEGUSARAI,BEGUSARAI,Bihar,Giriraj Singh,Member of Parliament,mp_begusarai,MP@Begusarai2026!
Lok Sabha,District Authority Auditor,BELGAUM,BELGAUM,Karnataka,JAGADISH SHETTAR,District Authority Auditor,auditor_belgaum,Auditor@Belgaum2026!
Lok Sabha,Member of Parliament (Lok Sabha),BELGAUM,BELGAUM,Karnataka,JAGADISH SHETTAR,Member of Parliament,mp_belgaum,MP@Belgaum2026!
Lok Sabha,District Authority Auditor,BELLARY(ST),BELLARY(ST),Karnataka,E. TUKARAM,District Authority Auditor,auditor_bellary,Auditor@Bellary2026!
Lok Sabha,Member of Parliament (Lok Sabha),BELLARY(ST),BELLARY(ST),Karnataka,E. TUKARAM,Member of Parliament,mp_bellary,MP@Bellary2026!
Lok Sabha,District Authority Auditor,BERHAMPUR,BERHAMPUR,Odisha,DR. PRADEEP KUMAR PANIGRAHY,District Authority Auditor,auditor_berhampur,Auditor@Berhampur2026!
Lok Sabha,Member of Parliament (Lok Sabha),BERHAMPUR,BERHAMPUR,Odisha,DR. PRADEEP KUMAR PANIGRAHY,Member of Parliament,mp_berhampur,MP@Berhampur2026!
Lok Sabha,District Authority Auditor,BETUL(ST),BETUL(ST),Madhya Pradesh,Durga Das Uikey,District Authority Auditor,auditor_betul,Auditor@Betul2026!
Lok Sabha,Member of Parliament (Lok Sabha),BETUL(ST),BETUL(ST),Madhya Pradesh,Durga Das Uikey,Member of Parliament,mp_betul,MP@Betul2026!
Lok Sabha,District Authority Auditor,BHADOHI,BHADOHI,Uttar Pradesh,VINOD KUMAR BIND,District Authority Auditor,auditor_bhadohi,Auditor@Bhadohi2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHADOHI,BHADOHI,Uttar Pradesh,VINOD KUMAR BIND,Member of Parliament,mp_bhadohi,MP@Bhadohi2026!
Lok Sabha,District Authority Auditor,BHADRAK(SC),BHADRAK(SC),Odisha,AVIMANYU SETHI,District Authority Auditor,auditor_bhadrak,Auditor@Bhadrak2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHADRAK(SC),BHADRAK(SC),Odisha,AVIMANYU SETHI,Member of Parliament,mp_bhadrak,MP@Bhadrak2026!
Lok Sabha,District Authority Auditor,BHAGALPUR,BHAGALPUR,Bihar,Ajay Kumar Mandal,District Authority Auditor,auditor_bhagalpur,Auditor@Bhagalpur2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHAGALPUR,BHAGALPUR,Bihar,Ajay Kumar Mandal,Member of Parliament,mp_bhagalpur,MP@Bhagalpur2026!
Lok Sabha,District Authority Auditor,BHANDARA-GONDIYA,BHANDARA-GONDIYA,Maharashtra,DR. PRASHANT YADAORAO PADOLE,District Authority Auditor,auditor_bhandara_gondiya,Auditor@BhandaraGond2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHANDARA-GONDIYA,BHANDARA-GONDIYA,Maharashtra,DR. PRASHANT YADAORAO PADOLE,Member of Parliament,mp_bhandara_gondiya,MP@BhandaraGond2026!
Lok Sabha,District Authority Auditor,BHARATPUR(SC),BHARATPUR(SC),Rajasthan,SANJNA JATAV,District Authority Auditor,auditor_bharatpur,Auditor@Bharatpur2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHARATPUR(SC),BHARATPUR(SC),Rajasthan,SANJNA JATAV,Member of Parliament,mp_bharatpur,MP@Bharatpur2026!
Lok Sabha,District Authority Auditor,BHARUCH,BHARUCH,Gujarat,Mansukhbhai Dhanjibhai Vasava,District Authority Auditor,auditor_bharuch,Auditor@Bharuch2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHARUCH,BHARUCH,Gujarat,Mansukhbhai Dhanjibhai Vasava,Member of Parliament,mp_bharuch,MP@Bharuch2026!
Lok Sabha,District Authority Auditor,BHATINDA,BHATINDA,Punjab,Smt Harsimrat Kaur Badal,District Authority Auditor,auditor_bhatinda,Auditor@Bhatinda2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHATINDA,BHATINDA,Punjab,Smt Harsimrat Kaur Badal,Member of Parliament,mp_bhatinda,MP@Bhatinda2026!
Lok Sabha,District Authority Auditor,BHAVNAGAR,BHAVNAGAR,Gujarat,NIMUBEN JAYANTIBHAI BAMBHANIYA,District Authority Auditor,auditor_bhavnagar,Auditor@Bhavnagar2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHAVNAGAR,BHAVNAGAR,Gujarat,NIMUBEN JAYANTIBHAI BAMBHANIYA,Member of Parliament,mp_bhavnagar,MP@Bhavnagar2026!
Lok Sabha,District Authority Auditor,BHILWARA,BHILWARA,Rajasthan,DAMODAR AGARWAL,District Authority Auditor,auditor_bhilwara,Auditor@Bhilwara2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHILWARA,BHILWARA,Rajasthan,DAMODAR AGARWAL,Member of Parliament,mp_bhilwara,MP@Bhilwara2026!
Lok Sabha,District Authority Auditor,BHIND(SC),BHIND(SC),Madhya Pradesh,Smt Sandhya Ray,District Authority Auditor,auditor_bhind,Auditor@Bhind2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHIND(SC),BHIND(SC),Madhya Pradesh,Smt Sandhya Ray,Member of Parliament,mp_bhind,MP@Bhind2026!
Lok Sabha,District Authority Auditor,BHIWANDI,BHIWANDI,Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE,District Authority Auditor,auditor_bhiwandi,Auditor@Bhiwandi2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHIWANDI,BHIWANDI,Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE,Member of Parliament,mp_bhiwandi,MP@Bhiwandi2026!
Lok Sabha,District Authority Auditor,BHIWANI MAHENDRAGARH,BHIWANI MAHENDRAGARH,Haryana,Shri  Dharambir Singh,District Authority Auditor,auditor_bhiwani_mahendragarh,Auditor@BhiwaniMahen2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHIWANI MAHENDRAGARH,BHIWANI MAHENDRAGARH,Haryana,Shri  Dharambir Singh,Member of Parliament,mp_bhiwani_mahendragarh,MP@BhiwaniMahen2026!
Lok Sabha,District Authority Auditor,BHONGIR,BHONGIR,Telangana,CHAMALA KIRAN KUMAR REDDY,District Authority Auditor,auditor_bhongir,Auditor@Bhongir2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHONGIR,BHONGIR,Telangana,CHAMALA KIRAN KUMAR REDDY,Member of Parliament,mp_bhongir,MP@Bhongir2026!
Lok Sabha,District Authority Auditor,BHOPAL,BHOPAL,Madhya Pradesh,ALOK SHARMA,District Authority Auditor,auditor_bhopal,Auditor@Bhopal2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHOPAL,BHOPAL,Madhya Pradesh,ALOK SHARMA,Member of Parliament,mp_bhopal,MP@Bhopal2026!
Lok Sabha,District Authority Auditor,BHUBANESWAR,BHUBANESWAR,Odisha,Smt Aparajita Sarangi,District Authority Auditor,auditor_bhubaneswar,Auditor@Bhubaneswar2026!
Lok Sabha,Member of Parliament (Lok Sabha),BHUBANESWAR,BHUBANESWAR,Odisha,Smt Aparajita Sarangi,Member of Parliament,mp_bhubaneswar,MP@Bhubaneswar2026!
Lok Sabha,District Authority Auditor,BIDAR,BIDAR,Karnataka,SAGAR ESHWAR KHANDRE,District Authority Auditor,auditor_bidar,Auditor@Bidar2026!
Lok Sabha,Member of Parliament (Lok Sabha),BIDAR,BIDAR,Karnataka,SAGAR ESHWAR KHANDRE,Member of Parliament,mp_bidar,MP@Bidar2026!
Lok Sabha,District Authority Auditor,BIJAPUR(SC),BIJAPUR(SC),Karnataka,Ramesh Chandappa Jigajinagi,District Authority Auditor,auditor_bijapur,Auditor@Bijapur2026!
Lok Sabha,Member of Parliament (Lok Sabha),BIJAPUR(SC),BIJAPUR(SC),Karnataka,Ramesh Chandappa Jigajinagi,Member of Parliament,mp_bijapur,MP@Bijapur2026!
Lok Sabha,District Authority Auditor,BIJNOR,BIJNOR,Uttar Pradesh,CHANDAN CHAUHAN,District Authority Auditor,auditor_bijnor,Auditor@Bijnor2026!
Lok Sabha,Member of Parliament (Lok Sabha),BIJNOR,BIJNOR,Uttar Pradesh,CHANDAN CHAUHAN,Member of Parliament,mp_bijnor,MP@Bijnor2026!
Lok Sabha,District Authority Auditor,BIKANER(SC),BIKANER(SC),Rajasthan,Shri Arjun Ram Meghwal,District Authority Auditor,auditor_bikaner,Auditor@Bikaner2026!
Lok Sabha,Member of Parliament (Lok Sabha),BIKANER(SC),BIKANER(SC),Rajasthan,Shri Arjun Ram Meghwal,Member of Parliament,mp_bikaner,MP@Bikaner2026!
Lok Sabha,District Authority Auditor,BILASPUR,BILASPUR,Chhattisgarh,TOKHAN SAHU,District Authority Auditor,auditor_bilaspur,Auditor@Bilaspur2026!
Lok Sabha,Member of Parliament (Lok Sabha),BILASPUR,BILASPUR,Chhattisgarh,TOKHAN SAHU,Member of Parliament,mp_bilaspur,MP@Bilaspur2026!
Lok Sabha,District Authority Auditor,BIRBHUM,BIRBHUM,West Bengal,Smt Satabdi Roy (Banerjee),District Authority Auditor,auditor_birbhum,Auditor@Birbhum2026!
Lok Sabha,Member of Parliament (Lok Sabha),BIRBHUM,BIRBHUM,West Bengal,Smt Satabdi Roy (Banerjee),Member of Parliament,mp_birbhum,MP@Birbhum2026!
Lok Sabha,District Authority Auditor,BISHNUPUR(SC),BISHNUPUR(SC),West Bengal,Saumitra khan,District Authority Auditor,auditor_bishnupur,Auditor@Bishnupur2026!
Lok Sabha,Member of Parliament (Lok Sabha),BISHNUPUR(SC),BISHNUPUR(SC),West Bengal,Saumitra khan,Member of Parliament,mp_bishnupur,MP@Bishnupur2026!
Lok Sabha,District Authority Auditor,BOLANGIR,BOLANGIR,Odisha,Smt Sangeeta Kumari Singh Deo,District Authority Auditor,auditor_bolangir,Auditor@Bolangir2026!
Lok Sabha,Member of Parliament (Lok Sabha),BOLANGIR,BOLANGIR,Odisha,Smt Sangeeta Kumari Singh Deo,Member of Parliament,mp_bolangir,MP@Bolangir2026!
Lok Sabha,District Authority Auditor,BOLPUR(SC),BOLPUR(SC),West Bengal,Asit Kumar Mal,District Authority Auditor,auditor_bolpur,Auditor@Bolpur2026!
Lok Sabha,Member of Parliament (Lok Sabha),BOLPUR(SC),BOLPUR(SC),West Bengal,Asit Kumar Mal,Member of Parliament,mp_bolpur,MP@Bolpur2026!
Lok Sabha,District Authority Auditor,BULANDSHAHR(SC),BULANDSHAHR(SC),Uttar Pradesh,Bhola Singh,District Authority Auditor,auditor_bulandshahr,Auditor@Bulandshahr2026!
Lok Sabha,Member of Parliament (Lok Sabha),BULANDSHAHR(SC),BULANDSHAHR(SC),Uttar Pradesh,Bhola Singh,Member of Parliament,mp_bulandshahr,MP@Bulandshahr2026!
Lok Sabha,District Authority Auditor,BULDHANA,BULDHANA,Maharashtra,Prataprao Jadhav,District Authority Auditor,auditor_buldhana,Auditor@Buldhana2026!
Lok Sabha,Member of Parliament (Lok Sabha),BULDHANA,BULDHANA,Maharashtra,Prataprao Jadhav,Member of Parliament,mp_buldhana,MP@Buldhana2026!
Lok Sabha,District Authority Auditor,BUXAR,BUXAR,Bihar,SUDHAKAR SINGH,District Authority Auditor,auditor_buxar,Auditor@Buxar2026!
Lok Sabha,Member of Parliament (Lok Sabha),BUXAR,BUXAR,Bihar,SUDHAKAR SINGH,Member of Parliament,mp_buxar,MP@Buxar2026!
Lok Sabha,District Authority Auditor,CHALAKUDY,CHALAKUDY,Kerala,Shri Benny Behanan,District Authority Auditor,auditor_chalakudy,Auditor@Chalakudy2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHALAKUDY,CHALAKUDY,Kerala,Shri Benny Behanan,Member of Parliament,mp_chalakudy,MP@Chalakudy2026!
Lok Sabha,District Authority Auditor,CHAMARAJANAGAR(SC),CHAMARAJANAGAR(SC),Karnataka,SUNIL BOSE,District Authority Auditor,auditor_chamarajanagar,Auditor@Chamarajanag2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHAMARAJANAGAR(SC),CHAMARAJANAGAR(SC),Karnataka,SUNIL BOSE,Member of Parliament,mp_chamarajanagar,MP@Chamarajanag2026!
Lok Sabha,District Authority Auditor,CHANDAULI,CHANDAULI,Uttar Pradesh,VIRENDRA SINGH,District Authority Auditor,auditor_chandauli,Auditor@Chandauli2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHANDAULI,CHANDAULI,Uttar Pradesh,VIRENDRA SINGH,Member of Parliament,mp_chandauli,MP@Chandauli2026!
Lok Sabha,District Authority Auditor,CHANDIGARH,CHANDIGARH,Chandigarh,MANISH TEWARI,District Authority Auditor,auditor_chandigarh,Auditor@Chandigarh2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHANDIGARH,CHANDIGARH,Chandigarh,MANISH TEWARI,Member of Parliament,mp_chandigarh,MP@Chandigarh2026!
Lok Sabha,District Authority Auditor,CHANDINI CHOWK,CHANDINI CHOWK,Delhi,Praveen Khandelwal,District Authority Auditor,auditor_chandini_chowk,Auditor@ChandiniChow2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHANDINI CHOWK,CHANDINI CHOWK,Delhi,Praveen Khandelwal,Member of Parliament,mp_chandini_chowk,MP@ChandiniChow2026!
Lok Sabha,District Authority Auditor,CHANDRAPUR,CHANDRAPUR,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,District Authority Auditor,auditor_chandrapur,Auditor@Chandrapur2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHANDRAPUR,CHANDRAPUR,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Member of Parliament,mp_chandrapur,MP@Chandrapur2026!
Lok Sabha,District Authority Auditor,CHATRA,CHATRA,Jharkhand,KALI CHARAN SINGH,District Authority Auditor,auditor_chatra,Auditor@Chatra2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHATRA,CHATRA,Jharkhand,KALI CHARAN SINGH,Member of Parliament,mp_chatra,MP@Chatra2026!
Lok Sabha,District Authority Auditor,CHELVELLA,CHELVELLA,Telangana,KONDA VISHWESHWAR REDDY,District Authority Auditor,auditor_chelvella,Auditor@Chelvella2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHELVELLA,CHELVELLA,Telangana,KONDA VISHWESHWAR REDDY,Member of Parliament,mp_chelvella,MP@Chelvella2026!
Lok Sabha,District Authority Auditor,CHENNAI CENTRAL,CHENNAI CENTRAL,Tamil Nadu,Thiru Dayanidhi Maran,District Authority Auditor,auditor_chennai_central,Auditor@ChennaiCentr2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHENNAI CENTRAL,CHENNAI CENTRAL,Tamil Nadu,Thiru Dayanidhi Maran,Member of Parliament,mp_chennai_central,MP@ChennaiCentr2026!
Lok Sabha,District Authority Auditor,CHENNAI NORTH,CHENNAI NORTH,Tamil Nadu,Kalanidhi Veeraswamy,District Authority Auditor,auditor_chennai_north,Auditor@ChennaiNorth2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHENNAI NORTH,CHENNAI NORTH,Tamil Nadu,Kalanidhi Veeraswamy,Member of Parliament,mp_chennai_north,MP@ChennaiNorth2026!
Lok Sabha,District Authority Auditor,CHENNAI SOUTH,CHENNAI SOUTH,Tamil Nadu,T Sumathy (A) Thamizhachi Thangapandian,District Authority Auditor,auditor_chennai_south,Auditor@ChennaiSouth2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHENNAI SOUTH,CHENNAI SOUTH,Tamil Nadu,T Sumathy (A) Thamizhachi Thangapandian,Member of Parliament,mp_chennai_south,MP@ChennaiSouth2026!
Lok Sabha,District Authority Auditor,CHHINDWARA,CHHINDWARA,Madhya Pradesh,BUNTY VIVEK SAHU,District Authority Auditor,auditor_chhindwara,Auditor@Chhindwara2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHHINDWARA,CHHINDWARA,Madhya Pradesh,BUNTY VIVEK SAHU,Member of Parliament,mp_chhindwara,MP@Chhindwara2026!
Lok Sabha,District Authority Auditor,CHHOTA UDAIPUR(ST),CHHOTA UDAIPUR(ST),Gujarat,JASHUBHAI BHILUBHAI RATHVA,District Authority Auditor,auditor_chhota_udaipur,Auditor@ChhotaUdaipu2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHHOTA UDAIPUR(ST),CHHOTA UDAIPUR(ST),Gujarat,JASHUBHAI BHILUBHAI RATHVA,Member of Parliament,mp_chhota_udaipur,MP@ChhotaUdaipu2026!
Lok Sabha,District Authority Auditor,CHIDAMBARAM(SC),CHIDAMBARAM(SC),Tamil Nadu,Thirumaa Valavan Thol,District Authority Auditor,auditor_chidambaram,Auditor@Chidambaram2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHIDAMBARAM(SC),CHIDAMBARAM(SC),Tamil Nadu,Thirumaa Valavan Thol,Member of Parliament,mp_chidambaram,MP@Chidambaram2026!
Lok Sabha,District Authority Auditor,CHIKBALLAPUR,CHIKBALLAPUR,Karnataka,DR.K.SUDHAKAR,District Authority Auditor,auditor_chikballapur,Auditor@Chikballapur2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHIKBALLAPUR,CHIKBALLAPUR,Karnataka,DR.K.SUDHAKAR,Member of Parliament,mp_chikballapur,MP@Chikballapur2026!
Lok Sabha,District Authority Auditor,CHIKKODI,CHIKKODI,Karnataka,PRIYANKA SATISH JARKIHOLI,District Authority Auditor,auditor_chikkodi,Auditor@Chikkodi2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHIKKODI,CHIKKODI,Karnataka,PRIYANKA SATISH JARKIHOLI,Member of Parliament,mp_chikkodi,MP@Chikkodi2026!
Lok Sabha,District Authority Auditor,CHITRADURGA(SC),CHITRADURGA(SC),Karnataka,GOVIND MAKTHAPPA KARJOL,District Authority Auditor,auditor_chitradurga,Auditor@Chitradurga2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHITRADURGA(SC),CHITRADURGA(SC),Karnataka,GOVIND MAKTHAPPA KARJOL,Member of Parliament,mp_chitradurga,MP@Chitradurga2026!
Lok Sabha,District Authority Auditor,CHITTOOR,CHITTOOR,Andhra Pradesh,DAGGUMALLA PRASADA RAO,District Authority Auditor,auditor_chittoor,Auditor@Chittoor2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHITTOOR,CHITTOOR,Andhra Pradesh,DAGGUMALLA PRASADA RAO,Member of Parliament,mp_chittoor,MP@Chittoor2026!
Lok Sabha,District Authority Auditor,CHITTORGARH,CHITTORGARH,Rajasthan,Chandra Prakash Joshi,District Authority Auditor,auditor_chittorgarh,Auditor@Chittorgarh2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHITTORGARH,CHITTORGARH,Rajasthan,Chandra Prakash Joshi,Member of Parliament,mp_chittorgarh,MP@Chittorgarh2026!
Lok Sabha,District Authority Auditor,CHURU,CHURU,Rajasthan,Rahul Kaswan,District Authority Auditor,auditor_churu,Auditor@Churu2026!
Lok Sabha,Member of Parliament (Lok Sabha),CHURU,CHURU,Rajasthan,Rahul Kaswan,Member of Parliament,mp_churu,MP@Churu2026!
Lok Sabha,District Authority Auditor,COIMBATORE,COIMBATORE,Tamil Nadu,GANAPATHY RAJKUMAR P,District Authority Auditor,auditor_coimbatore,Auditor@Coimbatore2026!
Lok Sabha,Member of Parliament (Lok Sabha),COIMBATORE,COIMBATORE,Tamil Nadu,GANAPATHY RAJKUMAR P,Member of Parliament,mp_coimbatore,MP@Coimbatore2026!
Lok Sabha,District Authority Auditor,COOCHBEHAR(SC),COOCHBEHAR(SC),West Bengal,JAGADISH CHANDRA BARMA BASUNIA,District Authority Auditor,auditor_coochbehar,Auditor@Coochbehar2026!
Lok Sabha,Member of Parliament (Lok Sabha),COOCHBEHAR(SC),COOCHBEHAR(SC),West Bengal,JAGADISH CHANDRA BARMA BASUNIA,Member of Parliament,mp_coochbehar,MP@Coochbehar2026!
Lok Sabha,District Authority Auditor,CUDDALORE,CUDDALORE,Tamil Nadu,M.K. VISHNUPRASAD,District Authority Auditor,auditor_cuddalore,Auditor@Cuddalore2026!
Lok Sabha,Member of Parliament (Lok Sabha),CUDDALORE,CUDDALORE,Tamil Nadu,M.K. VISHNUPRASAD,Member of Parliament,mp_cuddalore,MP@Cuddalore2026!
Lok Sabha,District Authority Auditor,CUTTACK,CUTTACK,Odisha,Shri Bhartruhari Mahtab,District Authority Auditor,auditor_cuttack,Auditor@Cuttack2026!
Lok Sabha,Member of Parliament (Lok Sabha),CUTTACK,CUTTACK,Odisha,Shri Bhartruhari Mahtab,Member of Parliament,mp_cuttack,MP@Cuttack2026!
Lok Sabha,District Authority Auditor,DADRA & NAGAR HAVELI (ST),DADRA & NAGAR HAVELI (ST),The Dadra And Nagar Haveli And Daman And Diu,Kalaben Mohanbhai Delkar,District Authority Auditor,auditor_dadra_nagar_haveli,Auditor@DadraNagarHa2026!
Lok Sabha,Member of Parliament (Lok Sabha),DADRA & NAGAR HAVELI (ST),DADRA & NAGAR HAVELI (ST),The Dadra And Nagar Haveli And Daman And Diu,Kalaben Mohanbhai Delkar,Member of Parliament,mp_dadra_nagar_haveli,MP@DadraNagarHa2026!
Lok Sabha,District Authority Auditor,DAHOD(ST),DAHOD(ST),Gujarat,Jaswantsinh Sumanbhai Bhabhor,District Authority Auditor,auditor_dahod,Auditor@Dahod2026!
Lok Sabha,Member of Parliament (Lok Sabha),DAHOD(ST),DAHOD(ST),Gujarat,Jaswantsinh Sumanbhai Bhabhor,Member of Parliament,mp_dahod,MP@Dahod2026!
Lok Sabha,District Authority Auditor,DAKSHINA KANNADA,DAKSHINA KANNADA,Karnataka,CAPTAIN BRIJESH CHOWTA,District Authority Auditor,auditor_dakshina_kannada,Auditor@DakshinaKann2026!
Lok Sabha,Member of Parliament (Lok Sabha),DAKSHINA KANNADA,DAKSHINA KANNADA,Karnataka,CAPTAIN BRIJESH CHOWTA,Member of Parliament,mp_dakshina_kannada,MP@DakshinaKann2026!
Lok Sabha,District Authority Auditor,DAMAN and DIU,DAMAN and DIU,The Dadra And Nagar Haveli And Daman And Diu,PATEL UMESHBHAI BABUBHAI,District Authority Auditor,auditor_daman_and_diu,Auditor@DamanAndDiu2026!
Lok Sabha,Member of Parliament (Lok Sabha),DAMAN and DIU,DAMAN and DIU,The Dadra And Nagar Haveli And Daman And Diu,PATEL UMESHBHAI BABUBHAI,Member of Parliament,mp_daman_and_diu,MP@DamanAndDiu2026!
Lok Sabha,District Authority Auditor,DAMOH,DAMOH,Madhya Pradesh,RAHUL SINGH LODHI,District Authority Auditor,auditor_damoh,Auditor@Damoh2026!
Lok Sabha,Member of Parliament (Lok Sabha),DAMOH,DAMOH,Madhya Pradesh,RAHUL SINGH LODHI,Member of Parliament,mp_damoh,MP@Damoh2026!
Lok Sabha,District Authority Auditor,DARBHANGA,DARBHANGA,Bihar,Mr Gopal Jee Thakur,District Authority Auditor,auditor_darbhanga,Auditor@Darbhanga2026!
Lok Sabha,Member of Parliament (Lok Sabha),DARBHANGA,DARBHANGA,Bihar,Mr Gopal Jee Thakur,Member of Parliament,mp_darbhanga,MP@Darbhanga2026!
Lok Sabha,District Authority Auditor,DARJEELING,DARJEELING,West Bengal,Raju Bista,District Authority Auditor,auditor_darjeeling,Auditor@Darjeeling2026!
Lok Sabha,Member of Parliament (Lok Sabha),DARJEELING,DARJEELING,West Bengal,Raju Bista,Member of Parliament,mp_darjeeling,MP@Darjeeling2026!
Lok Sabha,District Authority Auditor,DAUSA(ST),DAUSA(ST),Rajasthan,MURARI LAL MEENA,District Authority Auditor,auditor_dausa,Auditor@Dausa2026!
Lok Sabha,Member of Parliament (Lok Sabha),DAUSA(ST),DAUSA(ST),Rajasthan,MURARI LAL MEENA,Member of Parliament,mp_dausa,MP@Dausa2026!
Lok Sabha,District Authority Auditor,DAVANAGERE,DAVANAGERE,Karnataka,DR. PRABHA MALLIKARJUN,District Authority Auditor,auditor_davanagere,Auditor@Davanagere2026!
Lok Sabha,Member of Parliament (Lok Sabha),DAVANAGERE,DAVANAGERE,Karnataka,DR. PRABHA MALLIKARJUN,Member of Parliament,mp_davanagere,MP@Davanagere2026!
Lok Sabha,District Authority Auditor,DEORIA,DEORIA,Uttar Pradesh,SHASHANK MANI,District Authority Auditor,auditor_deoria,Auditor@Deoria2026!
Lok Sabha,Member of Parliament (Lok Sabha),DEORIA,DEORIA,Uttar Pradesh,SHASHANK MANI,Member of Parliament,mp_deoria,MP@Deoria2026!
Lok Sabha,District Authority Auditor,DEWAS(SC),DEWAS(SC),Madhya Pradesh,Mahendra Singh Solanky,District Authority Auditor,auditor_dewas,Auditor@Dewas2026!
